"","name","ticker","date","title","nr_attachments","type"
"3780","SpareBank 1 Nordvest","SNOR","2020-04-01T08:00:00+02:00","SNOR: SpareBank 1 Gruppen AS beholder 65 % eierskap i Fremtind Forsikring AS",0,"other"
"3781","SpareBank 1 Østfold Akershus","SOAG","2020-04-01T08:00:00+02:00","SpareBank 1 Gruppen AS beholder 65 % eierskap i Fremtind Forsikring AS.",0,"other"
"3782","Sparebanken Telemark","SBTE","2020-04-01T08:00:00+02:00","SpareBank 1 Gruppen AS beholder 65 % eierskap i Fremtind Forsikring AS.",0,"other"
"3783","SpareBank 1 SMN","MING","2020-04-01T07:52:56.013+02:00","SpareBank 1 SMN (MING); Fitch changes rating outlook to Negative from Stable",1,"other"
"3784","SpareBank 1 SMN","MING","2020-04-01T07:52:56+02:00","SpareBank 1 SMN (MING); Fitch endrer ratingutsiktene til «Negative» fra «Stable»",1,"other"
"3785","Totens Sparebank","TOTG","2020-04-01T07:50:00+02:00","AVHOLDT GENERALFORSAMLING",1,"other"
"3786","Jæren Sparebank","JAEREN","2020-04-01T07:19:30.01+02:00","Forstanderskapsmøte - Godkjenning av årsregnskap 2019",1,"other"
"3787","Aker ASA","AKER","2020-04-01T07:00:17.45+02:00","Aker ASA: Notice of Annual General Meeting (including revised dividend proposal)",4,"other"
"3788","XXL ASA","XXL","2020-04-01T00:40:10.707+02:00","XXL ASA - Key information relating to the rights issue to be carried out by XXL ASA",0,"other"
"3789","Aker ASA","AKER","2020-03-31T23:06:35.87+02:00","Aker ASA: Board of Directors amends dividend proposal to meet effects of current market situation",0,"other"
"3790","Stolt-Nielsen Limited","SNI","2020-03-31T21:47:48.897+02:00","Annual General Meeting",5,"other"
"3791","Stolt-Nielsen Limited","SNI","2020-03-31T21:40:28.793+02:00","Stolt-Nielsen Limited Distributes Materials For the 2020 Annual General Meeting of Shareholders",5,"other"
"3792","Solstad Offshore ASA","SOFF","2020-03-31T21:31:15.26+02:00","Restructuring outline",0,"other"
"3793","Nordea Bank Abp","NDA","2020-03-31T21:15:15.393+02:00","Nordea Bank Abp's Board of Directors proposes postponement of decision on dividend payment",1,"other"
"3794","Nordea Bank Abp","NDA","2020-03-31T21:15:15.363+02:00","Styret i Nordea Bank Abp foreslår utsettelse av beslutningen om utbetaling av utbytte",1,"other"
"3795","Sandnes Sparebank","SADG","2020-03-31T21:01:32.183+02:00","Avholdt Forstanderskapsmøte i Sandnes Sparebank",1,"other"
"3796","Selbu Sparebank","SELB","2020-03-31T20:13:53.253+02:00","Administrerende banksjef Svein Ove Sandvik, avslutter sitt arbeidsforhold i banken fra 1. april.",0,"other"
"3797","Wilh. Wilhelmsen Holding ASA","WWI","2020-03-31T20:00:00+02:00","Wilh. Wilhelmsen Holding ASA: Key information relating to cash dividend to be paid by Wilh. Wilhelmsen Holding ASA",0,"other"
"3798","Wilh. Wilhelmsen Holding ASA","WWI","2020-03-31T20:00:00+02:00","Wilh. Wilhelmsen Holding ASA: Operational and financial update and measures taken, including reduction in dividend",0,"other"
"3799","Komplett Bank ASA","KOMP","2020-03-31T19:58:50.197+02:00","Komplett Bank ASA: New approach for measuring operational risk improves capital adequacy",0,"other"
"3800","SpareBank 1 SR-Bank ASA","SRBANK","2020-03-31T17:57:40.463+02:00","SpareBank 1 SR-Bank ASA (SRBANK); Fitch changes rating outlook to Negative from Stable",0,"other"
"3801","SpareBank 1 SR-Bank ASA","SRBANK","2020-03-31T17:57:40.433+02:00","SpareBank 1 SR-Bank ASA (SRBANK); Fitch endrer ratingutsiktene til «Negative» fra «Stable»",0,"other"
"3802","Polaris Media ASA","POL","2020-03-31T17:40:00+02:00","Polaris Media ASA (POL) kansellerer varslet utbytte",0,"other"
"3803","Norwegian Finans Holding ASA","NOFI","2020-03-31T17:25:01.957+02:00","Norwegian Finans Holding ASA: S&P Global Ratings affirms the ""BBB"" rating on Bank Norwegian",1,"other"
"3804","Bank Norwegian AS","BANKN","2020-03-31T17:25:01.91+02:00","Bank Norwegian AS: S&P Global Ratings affirms the ""BBB"" rating on Bank Norwegian",1,"other"
"3805","Techstep ASA","TECH","2020-03-31T17:07:38.107+02:00","Financial calendar",0,"other"
"3806","NEL ASA","NEL","2020-03-31T16:59:53.99+02:00","Nel ASA: Receives purchase order for U.K. Navy PEM electrolyser stacks",1,"other"
"3807","Eika Gruppen AS","EIKA","2020-03-31T16:05:51.663+02:00","Finansiell kalender",0,"other"
"3808","Hjartdal og Gransherad Sparebank","HJGSB","2020-03-31T16:04:40.743+02:00","Hjartdal og Gransherad Sparebank - godkjenning av årsregnskap 2019",1,"other"
"3809","Scatec ASA","SSO","2020-03-31T15:59:48.903+02:00","Financial calendar",0,"other"
"3810","Eika Boligkreditt AS","EIKB","2020-03-31T15:59:11.227+02:00","Financial calendar",0,"other"
"3811","Eika Boligkreditt AS","EIKB","2020-03-31T15:59:11.023+02:00","Finansiell kalender",0,"other"
"3812","BRAbank ASA_old2","BRABK-ME","2020-03-31T14:50:11.957+02:00","Financial calendar",0,"other"
"3813","Handelsbanken Fonder AB","XACT","2020-03-31T14:22:10.33+02:00","Endring av utsteder",0,"other"
"3814","Handelsbanken Fonder AB","XACT","2020-03-31T14:22:10.33+02:00","Change of issuer",0,"other"
"3815","Tysnes Sparebank","TYSB-ME","2020-03-31T12:55:19.147+02:00","Protokoll fra forstanderskapsmøte",1,"other"
"3816","Siem Offshore Inc.","SIOFF","2020-03-31T12:41:06.86+02:00","Summons to Bondholders' Meeting approved.",1,"other"
"3817","Cloudberry Clean Energy AS","CLOUD-ME","2020-03-31T12:03:55.577+02:00","Cloudberry Clean Energy admitted to trading on the Merkur Market after raising gross proceeds of NOK 158 million in private placement",1,"other"
"3818","AWILCO LNG ASA","ALNG","2020-03-31T12:03:33.49+02:00","ALNG - Annual General Meeting",4,"other"
"3819","Cloudberry Clean Energy AS","CLOUD-ME","2020-03-31T12:00:39.663+02:00","Oslo Børs har mottatt søknad fra Cloudberry Clean Energy AS om opptak til handel på Merkur Market",0,"other"
"3820","Cloudberry Clean Energy AS","CLOUD-ME","2020-03-31T12:00:39.57+02:00","Oslo Børs has received an application for admission to trading on Merkur Market from Cloudberry Clean Energy AS",0,"other"
"3821","Sparebanken Sør","SOR","2020-03-31T11:36:49.75+02:00","Sparebanken Sør nedkvitterer obligasjonsgjeld",0,"other"
"3822","Spar Nord Bank A/S","SPNO","2020-03-31T11:21:16.89+02:00","Spar Nord appoints Henrik Sjøgreen as an ob-server to the Board of Directors",1,"other"
"3823","AWILCO LNG ASA","ALNG","2020-03-31T11:19:59.16+02:00","Financial calendar",0,"other"
"3824","Vasakronan AB","VASA","2020-03-31T10:45:30.193+02:00","Vasakronan AB - emission av ny grön företagsobligation",0,"other"
"3825","Vasakronan AB","VASA","2020-03-31T10:42:34.397+02:00","Vasakronan AB - emission av ny grön företagsobligation",0,"other"
"3826","Jacktel AS","JACKT","2020-03-31T10:17:22.863+02:00","Jacktel AS to initiate discussions with bondholders",0,"other"
"3827","Nordic Mining ASA","NOM","2020-03-31T09:47:42.843+02:00","Company update: Adequately financed well into 2021",1,"other"
"3828","Insr Insurance Group ASA","INSR","2020-03-31T09:34:33.417+02:00","Financial calendar",0,"other"
"3829","Euronav Luxembourg S.A.","EULU","2020-03-31T08:14:20.81+02:00","Euronav announces final year results 2019",2,"other"
"3830","NEL ASA","NEL","2020-03-31T08:00:11.033+02:00","Nel ASA: Commencement of Subsequent Offering",1,"other"
"3831","PCI Biotech Holding ASA","PCIB","2020-03-31T08:00:01.78+02:00","PCI Biotech appoints Dr Amir Snapir as Chief Medical Officer",0,"other"
"3832","Fjordkraft Holding ASA","FKRAFT","2020-03-31T07:00:00+02:00","Fjordkraft Holding ASA: Notice of Annual General Meeting 2020",1,"other"
"3833","Vistin Pharma ASA","VISTIN","2020-03-30T21:29:18.54+02:00","Vistin Pharma ASA: Change in oil derivative exposure",0,"other"
"3834","Veidekke ASA","VEI","2020-03-30T17:56:02.757+02:00","Veidekke ASA: Cancels dividend proposal",0,"other"
"3835","Veidekke ASA","VEI","2020-03-30T17:56:02.74+02:00","Veidekke ASA: Kansellerer forslaget til utbytte",0,"other"
"3836","KLP Kommunekreditt AS","KLPKK","2020-03-30T14:51:04.24+02:00","KLP Kommunekreditt AS - salg av egenbeholdning",0,"other"
"3837","Oceanteam ASA","OTS","2020-03-30T14:49:18.683+02:00","Extraordinary General Meeting in Oceanteam ASA 6 April 2020 - Investigation Report",7,"other"
"3838","Nordic Semiconductor ASA","NOD","2020-03-30T14:33:36.95+02:00","Invitation to Annual General meeting",4,"other"
"3839","Avinor AS","AVINOR","2020-03-30T13:23:40.183+02:00","Financial calendar",0,"other"
"3840","Avinor AS","AVINOR","2020-03-30T13:23:39.98+02:00","Finansiell kalender",0,"other"
"3841","KLP Boligkreditt AS","KLPBK","2020-03-30T12:53:22.693+02:00","KLP Boligkreditt AS – tilbakekjøp",0,"other"
"3842","SpareBank 1 Østfold Akershus","SOAG","2020-03-30T12:36:25.6+02:00","Ny korrigert innkalling til representantskapsmøter 2. april 2020",1,"other"
"3843","Sandnes Sparebank","SADG","2020-03-30T12:22:41.147+02:00","Oppdatert nøkkelinformasjon vedrørende kontantutbytte i Sandnes Sparebank",0,"other"
"3844","Advanzia Bank S.A.","ADBA","2020-03-30T11:42:27.86+02:00","2019 AGM completed and erratum",1,"other"
"3845","Sandnes Sparebank","SADG","2020-03-30T11:34:08.29+02:00","Styret i Sandnes Sparebank har gjort en ny vurdering av overskuddsdisponeringen for 2019",0,"other"
"3846","Asetek A/S","ASETEK","2020-03-30T11:30:12.927+02:00","ASETEK - Notice of Annual General Meeting April 22 2020",5,"other"
"3847","Genel Energy Finance 2 Limited","GENEL","2020-03-30T10:16:41.147+02:00","Genel Energy PLC: Director/PDMR Shareholding",1,"other"
"3848","Bane NOR Eiendom AS","BNORE","2020-03-30T09:00:00+02:00","Årsrapport 2019 Bane NOR Eiendom AS",1,"other"
"3849","Solon Eiendom ASA","SOLON","2020-03-30T08:30:00+02:00","SOLON EIENDOM ASA – SHARE BUYBACK – INCREASE IN VOLUME",0,"other"
"3850","Funcom SE","FUNCOM","2020-03-30T08:20:20.38+02:00","Final results of the voluntary offer for all outstanding shares in Funcom SE",0,"other"
"3851","Wallenius Wilhelmsen ASA","WALWIL","2020-03-30T08:00:33.717+02:00","Torbjørn Wist joins Wallenius Wilhelmsen as new Chief Financial Officer",0,"other"
"3852","SAS AB","SAS","2020-03-30T08:00:19.037+02:00","Torbjørn Wist to leave his position as CFO of SAS AB (publ)",1,"other"
"3853","SAS AB","SAS","2020-03-30T08:00:18.943+02:00","Torbjørn Wist lämnar rollen som CFO på SAS AB (publ)",1,"other"
"3854","Tysnes Sparebank","TYSB-ME","2020-03-30T08:00:00+02:00","Utsetjing av overskuddsdisponeringar",0,"other"
"3855","Jæren Sparebank","JAEREN","2020-03-30T07:57:12.45+02:00","Oppdatert nøkkelinformasjon ved kontantutbytte for Jæren Sparebank",0,"other"
"3856","ADS Crude Carriers Plc","ADSC-ME","2020-03-30T07:00:00+02:00","ADS Crude Carriers commercial update",0,"other"
"3857","Adevinta ASA","ADE","2020-03-29T21:00:02.61+02:00","Adevinta ASA (ADE) - Annual accounts 2019 approved, AGM notice and update in relation to COVID-19",3,"other"
"3858","Webstep ASA","WSTEP","2020-03-29T19:19:58.73+02:00","Webstep ASA: Change of dividend proposal for the financial year 2019",1,"other"
"3859","Axactor SE","AXA","2020-03-29T09:49:07.727+02:00","Annual general meeting Axactor SE",0,"other"
"3860","DOF ASA","DOF","2020-03-27T21:15:05.703+01:00","UPDATE ON EFFECTS OF THE RECENT CURRENCY FLUCTUATIONS, DECLINE IN THE OIL PRICE, COVID-19 AND UPDATE ON THE ONGOING REFINANCING PROCESS",1,"other"
"3861","DOF Subsea AS","DOFSUB","2020-03-27T21:15:00+01:00","UPDATE ON EFFECTS OF THE RECENT CURRENCY FLUCTUATIONS, DECLINE IN THE OIL PRICE, COVID-19 AND UPDATE ON THE ONGOING REFINANCING PROCESS",0,"other"
"3862","Sparebanken Sogn og Fjordane","SFSB","2020-03-27T19:45:15.79+01:00","Sparebanken Sogn og Fjordane - gjennomført generalforsamling",0,"other"
"3863","Jæren Sparebank","JAEREN","2020-03-27T17:11:08.903+01:00","Jæren Sparebank – endring i disponering av overskudd for 2019",0,"other"
"3864","Kitron ASA","KIT","2020-03-27T17:02:40.54+01:00","Kitron: Change to dividend proposal",0,"other"
"3865","Kitron ASA","KIT","2020-03-27T17:02:40.51+01:00","Kitron: Endring av utbytteforslag",0,"other"
"3866","BerGenBio ASA","BGBIO","2020-03-27T16:41:14.45+01:00","BERGENBIO PROVIDES COVID-19 IMPACT ASSESSMENT",1,"other"
"3867","Siem Offshore Inc.","SIOFF","2020-03-27T16:28:04.357+01:00","Provision of information to Bondholders Meeting 31 March 2020",1,"other"
"3868","Olav Thon Eiendomsselskap ASA","OLT","2020-03-27T16:12:01.43+01:00","OLAV THON EIENDOMSSELSKAP ASA - APPROVAL OF PROSPECTUS",0,"other"
"3869","Olav Thon Eiendomsselskap ASA","OLT","2020-03-27T16:12:01.4+01:00","OLAV THON EIENDOMSSELSKAP ASA - GODKJENNELSE AV PROSPEKT",0,"other"
"3870","BN Bank ASA","BNB","2020-03-27T15:54:26.203+01:00","BNB: Godkjenning av årsregnskap",1,"other"
"3871","Sogn Sparebank","SOGN","2020-03-27T15:35:14.167+01:00","Innkalling til valmøte for eigenkapitalbeviseigarane i Sogn Sparebank",3,"other"
"3872","SpareBank 1 Nordvest","SNOR","2020-03-27T15:13:53.633+01:00","Finansiell kalender",0,"other"
"3873","Scatec ASA","SSO","2020-03-27T15:06:31.99+01:00","Notice of Annual General Meeting of Scatec Solar ASA",4,"other"
"3874","SpareBank 1 SMN","MING","2020-03-27T15:02:38.97+01:00","SpareBank 1 SMN: Further information regarding the group's shareholding",0,"other"
"3875","SpareBank 1 SMN","MING","2020-03-27T15:02:38.797+01:00","SpareBank 1 SMN: Utdypende informasjon vedr. konsernets aksjebeholdning",0,"other"
"3876","NorgesGruppen ASA","NORG","2020-03-27T14:56:40.337+01:00","NORG NorgesGruppen ASA emisjon av sertifikatlån",0,"other"
"3877","Nidaros Sparebank","NISB-ME","2020-03-27T14:53:27.15+01:00","Finansiell kalender",0,"other"
"3878","NorgesGruppen ASA","NORG","2020-03-27T14:33:20.14+01:00","Oslo Børs – Norgesgruppen ASA - Mottatt søknad om notering av obligasjonslån",0,"other"
"3879","NorgesGruppen ASA","NORG","2020-03-27T14:33:20.14+01:00","Oslo Børs – Norgesgruppen ASA  – Received application for listing of bonds",0,"other"
"3880","NorgesGruppen ASA","NORG","2020-03-27T14:32:57.14+01:00","Oslo Børs – Norgesgruppen ASA - Mottatt søknad om notering av obligasjonslån",0,"other"
"3881","NorgesGruppen ASA","NORG","2020-03-27T14:32:57.14+01:00","Oslo Børs – Norgesgruppen ASA  – Received application for listing of bonds",0,"other"
"3882","EAM Solar ASA","EAM","2020-03-27T13:33:46.777+01:00","Financial calendar",0,"other"
"3883","Hjartdal og Gransherad Sparebank","HJGSB","2020-03-27T11:45:55.563+01:00","Finansiell kalender",0,"other"
"3884","Hjartdal og Gransherad Sparebank","HJGSB","2020-03-27T11:43:18.507+01:00","Styret i Hjartdal og Gransherad Sparebank justerer ned utbytte etter fornyet vurdering.",0,"other"
"3885","Sunndal Sparebank","SUNSB-ME","2020-03-27T10:48:26.517+01:00","Sunndal Sparebank: Protokoll generalforsamling",1,"other"
"3886","BRAbank ASA_old2","BRABK-ME","2020-03-27T10:16:50.107+01:00","BRAbank ASA: BRA-ME - Completion of Tier 2 issue",0,"other"
"3887","BRAbank ASA_old2","BRABK-ME","2020-03-27T09:10:17.913+01:00","BRAbank ASA: BRA-ME - Operational and financial update",0,"other"
"3888","Aker Solutions ASA","AKSO","2020-03-27T09:00:21.3+01:00","Aker Solutions ASA: Notice of Annual General Meeting",4,"other"
"3889","Independent Oil and Gas PLC","IOG","2020-03-27T08:00:17.933+01:00","Director & PDMR Dealing",1,"other"
"3890","Kongsberg Gruppen ASA","KOG","2020-03-27T07:31:47.95+01:00","Financial calendar",0,"other"
"3891","Kongsberg Gruppen ASA","KOG","2020-03-27T07:31:47.687+01:00","Finansiell kalender",0,"other"
"3892","Europris ASA","EPR","2020-03-27T07:30:16.413+01:00","Espen Eldal appointed acting CEO of Europris ASA",0,"other"
"3893","Orkla ASA","ORK","2020-03-27T07:00:01.75+01:00","Orkla ASA: Orkla offentligjør en foreløpig salgsoppdatering for 1. kvartal den 17. april 2020",0,"other"
"3894","Orkla ASA","ORK","2020-03-27T07:00:01.733+01:00","Orkla ASA: Orkla to provide preliminary Q1 sales update on 17 April 2020",0,"other"
"3895","SpareBank 1 Østlandet","SPOL","2020-03-27T07:00:00+01:00","SpareBank 1 Østlandet: Avholdt møte i representantskapet – valg til styret",0,"other"
"3896","SpareBank 1 Østlandet","SPOL","2020-03-27T07:00:00+01:00","SpareBank 1 Østlandet: Supervisory Board meeting held – election to the board of directors",0,"other"
"3897","Vasakronan AB","VASA","2020-03-27T07:00:00+01:00","Vasakronans styrelse återtar utdelningsbeslut",2,"other"
"3898","Philly Shipyard ASA","PHLY","2020-03-27T00:29:48.803+01:00","Financial calendar",0,"other"
"3899","Sparebanken Øst","SPOG","2020-03-26T22:09:04.37+01:00","Sparebanken Øst - protokoll fra forstanderskapsmøtet 26.03.20",1,"other"
"3900","Sunndal Sparebank","SUNSB-ME","2020-03-26T21:56:42.353+01:00","Sunndal Sparebank: Godkjenning av årsregnskap 2019",1,"other"
"3901","Sunndal Sparebank","SUNSB-ME","2020-03-26T21:55:06.943+01:00","Sunndal Sparebank: Godkjenning av årsregnskap 2019",1,"other"
"3902","Skue Sparebank","SKUE","2020-03-26T21:41:16.663+01:00","Protokoll fra forstanderskapsmøter",2,"other"
"3903","Scatec ASA","SSO","2020-03-26T20:00:08.303+01:00","Scatec Solar establishes credit facilities of USD 165 million to increase financial flexibility, reduce funding cost and support growth. The Board proposes to pay 2019 dividend at a later stage, when market conditions have normalised.",0,"other"
"3904","Bakkafrost P/f","BAKKA","2020-03-26T19:31:56.707+01:00","BAKKAFROST: Dividend payment proposition for 2019 is postponed until 25 August 2020",0,"other"
"3905","SpareBank 1 Østlandet","SPOL","2020-03-26T19:21:24.037+01:00","SpareBank 1 Østlandet – minutes from the Supervisory Board meeting",1,"other"
"3906","SpareBank 1 Østlandet","SPOL","2020-03-26T19:21:23.943+01:00","SpareBank 1 Østlandet –protokoll fra representantskapsmøte",1,"other"
"3907","Sparebanken Telemark","SBTE","2020-03-26T19:20:35.02+01:00","Sparebanken Telemark - godkjenning av årsregnskap 2019",0,"other"
"3908","Sparebank 68 grader nord","HARSB","2020-03-26T18:37:49.427+01:00","Generalforsamlingen i Sparebank 68° Nord og forstanderskapet i Ofoten Sparebank har vedtatt fusjon",0,"other"
"3909","Ofoten Sparebank","OFSB","2020-03-26T18:37:48.773+01:00","Forstanderskapet i Ofoten Sparebank og generalforsamlingen i Sparebank 68° Nord har vedtatt fusjon",0,"other"
"3910","Sparebanken Sør","SOR","2020-03-26T18:18:18.273+01:00","Avholdt forstanderskapsmøte",1,"other"
"3911","SpareBank 1 SMN","MING","2020-03-26T18:00:01.983+01:00","SpareBank 1 SMN: Vedtak i representantskapet",0,"other"
"3912","SpareBank 1 SMN","MING","2020-03-26T18:00:01.937+01:00","SpareBank 1 SMN : Resolutions of the Supervisory Board",0,"other"
"3913","Sparebanken Øst","SPOG","2020-03-26T17:55:09.75+01:00","Sparebanken Øst - Styrebeslutning om å trekke behandling av årsregnskap for 2019, fastsettelse av utbytte samt forslag til gaver til allmennyttige formål",0,"other"
"3914","Sparebanken Telemark","SBTE","2020-03-26T17:35:28.117+01:00","Styret i Sparebanken Telemark justerer ned utbytte etter fornyet vurdering",0,"other"
"3915","Skue Sparebank","SKUE","2020-03-26T17:23:33.467+01:00","Utsettelse av overskuddsdisponering",0,"other"
"3916","SpareBank 1 Østlandet","SPOL","2020-03-26T17:18:55.26+01:00","SpareBank 1 Østlandet - approval of the 2019 annual financial statements",0,"other"
"3917","SpareBank 1 Østlandet","SPOL","2020-03-26T17:18:55.137+01:00","SpareBank 1 Østlandet - godkjenning av årsregnskap 2019",0,"other"
"3918","Sparebanken Møre","MORG","2020-03-26T17:18:22.573+01:00","Sparebanken Møre - Innkalling til møte i generalforsamlingen 16. april 2020",1,"other"
"3919","SpareBank 1 Nord-Norge","NONG","2020-03-26T17:00:08.58+01:00","Correction: SpareBank 1 Nord-Norge recommend dividend reduction due to the Coronavirus crisis",0,"other"
"3920","SpareBank 1 Nord-Norge","NONG","2020-03-26T17:00:08.58+01:00","Korreksjon: Styret foreslår redusert utbytte på grunn av koronakrisen",0,"other"
"3921","Sparebanken Sør","SOR","2020-03-26T16:39:29.29+01:00","Revidert utbytteinformasjon",0,"other"
"3922","Nordea Bank Abp","NDA","2020-03-26T16:35:58.8+01:00","Utvidelse av EAROBXX10NON, BEARFROX3NON, BEARSP500X10NON.",3,"other"
"3923","Sparebanken Møre","MORG","2020-03-26T16:25:18.913+01:00","Fastsettelse av dato for rentereduksjon",0,"other"
"3924","Sogn Sparebank","SOGN","2020-03-26T16:12:30.84+01:00","Innkalling til møte i generalforsamlinga i Sogn Sparebank 15.04.2020",3,"other"
"3925","SpareBank 1 Nord-Norge","NONG","2020-03-26T16:00:07.527+01:00","Avholdt ordinær generalforsamling",0,"other"
"3926","SpareBank 1 Nord-Norge","NONG","2020-03-26T16:00:07.417+01:00","Annual General Meeting held",0,"other"
"3927","KLP Kommunekreditt AS","KLPKK","2020-03-26T15:47:28.757+01:00","KLP Kommunekreditt AS –tilbakekjøp",0,"other"
"3928","Goodtech ASA","GOD","2020-03-26T15:47:04.57+01:00","Innkalling til ordinær generalforsamling",4,"other"
"3929","Data Respons ASA","DAT","2020-03-26T15:24:13.107+01:00","Financial calendar",0,"other"
"3930","Vistin Pharma ASA","VISTIN","2020-03-26T14:44:14.683+01:00","Financial calendar",0,"other"
"3931","Vistin Pharma ASA","VISTIN","2020-03-26T14:44:14.527+01:00","Finansiell kalender",0,"other"
"3932","Landkreditt Boligkreditt AS","LANDKBK","2020-03-26T14:08:13.167+01:00","Tilbakekjøp i LANDBK07",0,"other"
"3933","Genel Energy Finance 2 Limited","GENEL","2020-03-26T14:02:10.297+01:00","Genel Energy PLC: Director/PDMR Shareholding",1,"other"
"3934","Höegh LNG Holdings Ltd","HLNG","2020-03-26T14:00:03.617+01:00","Höegh LNG: Amendment and restatement of the FSRU Independence debt facility and a new interim LNGC timecharter",0,"other"
"3935","SATS ASA","SATS","2020-03-26T13:56:44.137+01:00","Financial calendar",0,"other"
"3936","Gjensidige Forsikring ASA","GJF","2020-03-26T13:33:55.277+01:00","Financial calendar",0,"other"
"3937","Gjensidige Forsikring ASA","GJF","2020-03-26T13:33:55.057+01:00","Finansiell kalender",0,"other"
"3938","Helgeland Sparebank","HELG","2020-03-26T12:16:02.92+01:00","Protokoller fra Forstanderskapsmøter",2,"other"
"3939","Care Bidco AS","CARE","2020-03-26T12:00:07.273+01:00","Q4 2019 Unicare Financial report",1,"other"
"3940","Storm Real Estate ASA","STORM","2020-03-26T10:26:58.2+01:00","Financial calendar",0,"other"
"3941","Storm Real Estate ASA","STORM","2020-03-26T10:26:57.967+01:00","Finansiell kalender",0,"other"
"3942","Genel Energy Finance 2 Limited","GENEL","2020-03-26T09:32:28.86+01:00","Genel Energy PLC: Director/PDMR Shareholding",1,"other"
"3943","Arribatec Solutions ASA","ARR","2020-03-26T09:19:44.067+01:00","Financial calendar",0,"other"
"3944","PCI Biotech Holding ASA","PCIB","2020-03-26T09:12:26.633+01:00","PCI Biotech: US patent for the vaccine technology (fimaVacc) with a new important class of adjuvants",0,"other"
"3945","Pareto Bank ASA","PARB","2020-03-26T08:59:16.333+01:00","Finansiell kalender",0,"other"
"3946","NEL ASA","NEL","2020-03-26T08:50:56.163+01:00","Operational update #2 from Nel ASA in relation to COVID-19",1,"other"
"3947","Citycon Treasury B.V.","CITYT","2020-03-26T08:50:10.817+01:00","Citycon Oyj weakens its prospects and withdraws its financial guidance due to uncertain market situation",0,"other"
"3948","Borregaard ASA","BRG","2020-03-26T08:32:01.99+01:00","Borregaard ASA: Changes in business segments and financial reporting",1,"other"
"3949","Axxis Geo Solutions ASA","AGS","2020-03-26T08:00:00+01:00","Axxis Geo Solutions receives cancellation on small contract",0,"other"
"3950","Tysnes Sparebank","TYSB-ME","2020-03-26T07:50:15.45+01:00","Finansiell kalender",0,"other"
"3951","Tysnes Sparebank","TYSB-ME","2020-03-26T07:46:14.8+01:00","Nytt tidspunkt for Forstanderskapsmøte",0,"other"
"3952","Aker BP ASA","AKERBP","2020-03-26T07:01:09.403+01:00","Notice of Annual General Meeting 2020",3,"other"
"3953","Orkla ASA","ORK","2020-03-26T07:00:04.85+01:00","Orkla ASA: Innkalling til Orklas ordinære generalforsamling 2020",4,"other"
"3954","Orkla ASA","ORK","2020-03-26T07:00:02.82+01:00","Orkla ASA: Notice of Orkla's Annual General Meeting 2020",4,"other"
"3955","Norske Skog ASA","NSKOG","2020-03-26T07:00:00+01:00","Innkallelse til generalforsamling",1,"other"
"3956","Norske Skog ASA","NSKOG","2020-03-26T07:00:00+01:00","Notice of annual general meeting",1,"other"
"3957","Multiconsult ASA","MULTI","2020-03-25T21:15:38.123+01:00","Cancellation of proposed dividend - operational update",0,"other"
"3958","SpareBank 1 BV","SBVG","2020-03-25T20:39:53.483+01:00","SpareBank 1 BV fremskynder rentenedsettelsen",0,"other"
"3959","Norwegian Finans Holding ASA","NOFI","2020-03-25T20:15:01.777+01:00","Norwegian Finans Holding ASA: Styret i NOFI foreslår overfor generalforsamlingen at det ikke utbetales utbytte for regnskapsåret 2019",0,"other"
"3960","Bank Norwegian AS","BANKN","2020-03-25T20:15:01.76+01:00","Bank Norwegian AS: The Board of Directors in NOFI proposes to the General Assembly that there will be no dividend payment for the fiscal year 2019",0,"other"
"3961","Bank Norwegian AS","BANKN","2020-03-25T20:15:01.76+01:00","Bank Norwegian AS: Styret i NOFI foreslår overfor generalforsamlingen at det ikke utbetales utbytte for regnskapsåret 2019",0,"other"
"3962","Norwegian Finans Holding ASA","NOFI","2020-03-25T20:15:01.73+01:00","Norwegian Finans Holding ASA: The Board of Directors in NOFI proposes to the General Assembly that there will be no dividend payment for the fiscal year 2019",0,"other"
"3963","Wallenius Wilhelmsen ASA","WALWIL","2020-03-25T19:36:17.58+01:00","Wallenius Wilhelmsen starts temporary layoffs in USA and Mexico",0,"other"
"3964","Oceanteam ASA","OTS","2020-03-25T19:11:23.357+01:00","Regarding Extraordinary General Meeting in Oceanteam ASA 6 April 2020",0,"other"
"3965","Oceanteam ASA","OTS","2020-03-25T19:11:23.343+01:00","Vedrørende ekstraordinær generalforsamling i Oceanteam ASA 6. april 2020",0,"other"
"3966","Pareto Bank ASA","PARB","2020-03-25T18:10:24.537+01:00","Utsettelse av generalforsamling i Pareto Bank ASA",0,"other"
"3967","Jæren Sparebank","JAEREN","2020-03-25T17:55:55.42+01:00","Finansiell kalender",0,"other"
"3968","Jæren Sparebank","JAEREN","2020-03-25T17:52:53.817+01:00","Finansiell kalender",0,"other"
"3969","Jæren Sparebank","JAEREN","2020-03-25T17:47:43.933+01:00","Nytt tidspunkt for møte i Forstanderskapet",1,"other"
"3970","Sparebanken Møre","MORG","2020-03-25T17:29:33.517+01:00","Financial calendar",0,"other"
"3971","Sparebanken Møre","MORG","2020-03-25T17:29:33.39+01:00","Finansiell kalender",0,"other"
"3972","SpareBank 1 Nord-Norge","NONG","2020-03-25T17:18:01.99+01:00","Nøkkelinformasjon ved foreslått kontantutbytte",1,"other"
